colony,hive,cca,date,doy,adult_num,pupae_num,larvae_num,eggs_num,queen,hive_weight,honey_cells,honey_kg,pollen_cells,pollen_g,mites_per100,mites_num,disease
LSCFS_2014_1,C1,CCA1,2014-05-15,135,7731,3375,6154,4764,1,NA,33150,16.575,5161,1187.03,NA,NA,NA
LSCFS_2014_1,C1,CCA2,2014-06-05,156,13288,13101,8337,6749,1,NA,48633,24.3165,4566,1050.18,NA,NA,NA
LSCFS_2014_1,C1,CCA3,2014-06-20,171,15342,14491,9330,10124,1,NA,58756,29.378,6551,1506.73,0.47,721074,0.82
LSCFS_2014_1,C1,CCA4,2014-07-17,198,19388,22232,9925,3772,1,52.2,67292,33.646,21835,5022.05,NA,NA,NA
LSCFS_2014_1,C1,CCA5,2014-08-08,220,26093,20446,17468,794,1,48.46,73247,36.6235,15483,3561.09,0.18,469674,0
LSCFS_2014_1,C1,CCA6,2014-09-09,252,24704,24416,14888,596,1,43.4,57168,28.584,20644,4748.12,NA,NA,NA
LSCFS_2014_1,C1,CCA7,2014-10-15,288,12080,4566,3970,596,1,32.72,21438,10.719,5360,1232.8,NA,NA,NA
LSCFS_2014_1,C1,CCA8,2015-03-18,77,5013,5558,6749,2184,1,NA,10719,5.3595,9330,2145.9,NA,NA,NA
LSCFS_2014_1,C1,CCA9,2015-04-23,113,20476,3375,0,0,0,32.65,25805,12.9025,11116,2556.68,NA,NA,NA
LSCFS_2014_1,C3,CCA1,2014-05-15,135,3986,11315,7146,3375,1,NA,4169,2.0845,1985,456.55,NA,NA,NA
LSCFS_2014_1,C3,CCA2,2014-06-05,156,10208,16277,4963,6352,1,NA,11712,5.856,1390,319.7,NA,NA,NA
LSCFS_2014_1,C3,CCA3,2014-06-20,171,11476,20644,10521,2978,1,NA,24217,12.1085,6154,1415.42,0,0,0.45
LSCFS_2014_1,C3,CCA4,2014-07-17,198,15583,20446,11712,3573,1,43.07,44663,22.3315,11910,2739.3,NA,NA,NA
LSCFS_2014_1,C3,CCA5,2014-08-08,220,18060,19056,8139,1588,1,41.3,56771,28.3855,10918,2511.14,0.96,1733760,0
LSCFS_2014_1,C3,CCA6,2014-09-09,252,14798,21240,6154,1985,1,NA,31562,15.781,8337,1917.51,NA,NA,NA
LSCFS_2014_1,C3,CCA7,2014-10-15,288,8939,3375,0,397,1,NA,26401,13.2005,4367,1004.41,NA,NA,NA
LSCFS_2014_1,C3,CCA8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSCFS_2014_1,C3,CCA9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSCFS_2014_1,D4,CCA1,2014-05-15,135,4168,3772,7940,4963,1,NA,7146,3.573,993,228.39,NA,NA,NA
LSCFS_2014_1,D4,CCA2,2014-06-05,156,8939,11910,7742,7345,1,NA,11712,5.856,596,137.08,NA,NA,NA
LSCFS_2014_1,D4,CCA3,2014-06-20,171,14315,20247,9330,4169,1,NA,35135,17.5675,2581,593.63,0.2,286300,0.75
LSCFS_2014_1,D4,CCA4,2014-07-17,198,15100,18262,11315,5558,1,49.69,54786,27.393,9528,2191.44,NA,NA,NA
LSCFS_2014_1,D4,CCA5,2014-08-08,220,18664,15682,3772,397,1,45.41,58161,29.0805,4566,1050.18,0.36,671904,4.25
LSCFS_2014_1,D4,CCA6,2014-09-09,252,16972,16277,15285,1390,1,40.93,36921,18.4605,3970,913.1,NA,NA,NA
LSCFS_2014_1,D4,CCA7,2014-10-15,288,11355,1985,1985,0,0,37.75,38311,19.1555,2978,684.94,NA,NA,NA
LSCFS_2014_1,D4,CCA8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSCFS_2014_1,D4,CCA9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSCFS_2014_1,D8,CCA1,2014-05-15,135,7610,5955,6749,6749,1,NA,24813,12.4065,5360,1232.8,NA,NA,NA
LSCFS_2014_1,D8,CCA2,2014-06-05,156,12020,18461,6551,9131,1,NA,56374,28.187,4963,1141.49,NA,NA,NA
LSCFS_2014_1,D8,CCA3,2014-06-20,171,19932,16476,17071,6749,1,NA,72850,36.425,9330,2145.9,NA,NA,0.78
LSCFS_2014_1,D8,CCA4,2014-07-17,198,15281,17865,12109,3375,1,60.54,82973,41.4865,13697,3150.31,NA,NA,NA
LSCFS_2014_1,D8,CCA5,2014-08-08,220,15342,19255,11910,1588,1,57.15,83172,41.586,6749,1552.27,NA,NA,NA
LSCFS_2014_1,D8,CCA6,2014-09-09,252,20234,15682,6749,993,1,NA,52801,26.4005,3176,730.48,0.62,1254508,0
LSCFS_2014_1,D8,CCA7,2014-10-15,288,13288,4566,1787,0,0,NA,57962,28.981,2581,593.63,NA,NA,NA
LSCFS_2014_1,D8,CCA8,2015-03-18,77,1087,1390,993,397,1,44.03,50618,25.309,2581,593.63,NA,NA,NA
LSCFS_2014_1,D8,CCA9,2015-04-23,113,121,0,0,0,0,40.5,47243,23.6215,1588,365.24,NA,NA,NA
LSCFS_2014_1,E1,CCA1,2014-05-15,135,4832,11910,7940,3970,1,NA,7146,3.573,1588,365.24,NA,NA,NA
LSCFS_2014_1,E1,CCA2,2014-06-05,156,10449,16277,5955,2978,1,NA,27393,13.6965,993,228.39,NA,NA,NA
LSCFS_2014_1,E1,CCA3,2014-06-20,171,19388,19850,10918,6749,1,NA,50419,25.2095,4367,1004.41,0,0,0.28
LSCFS_2014_1,E1,CCA4,2014-07-17,198,21804,24217,8933,5558,1,49.62,54786,27.393,11513,2647.99,NA,NA,NA
LSCFS_2014_1,E1,CCA5,2014-08-08,220,28267,24614,8139,8536,1,45.28,54191,27.0955,8933,2054.59,0.95,2685365,1.9
LSCFS_2014_1,E1,CCA6,2014-09-09,252,24039,20247,12903,6154,1,40.23,29577,14.7885,8933,2054.59,NA,NA,NA
LSCFS_2014_1,E1,CCA7,2014-10-15,288,16852,6749,2382,596,1,37.32,43670,21.835,5558,1278.34,NA,NA,NA
LSCFS_2014_1,E1,CCA8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSCFS_2014_1,E1,CCA9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSCFS_2014_1,E4,CCA1,2014-05-15,135,4047,1390,3772,5360,1,NA,10719,5.3595,3176,730.48,NA,NA,NA
LSCFS_2014_1,E4,CCA2,2014-06-05,156,6825,13300,5161,7742,1,NA,11116,5.558,2184,502.32,NA,NA,NA
LSCFS_2014_1,E4,CCA3,2014-06-20,171,12865,20049,6352,6154,1,NA,28783,14.3915,2382,547.86,0,0,0.1
LSCFS_2014_1,E4,CCA4,2014-07-17,198,15100,18461,7146,4566,1,42.52,49228,24.614,2184,502.32,NA,NA,NA
LSCFS_2014_1,E4,CCA5,2014-08-08,220,14436,20644,9925,3772,1,40.6,45854,22.927,2779,639.17,0.92,1328112,0
LSCFS_2014_1,E4,CCA6,2014-09-09,252,14979,26401,6948,5955,1,36.25,28584,14.292,3375,776.25,NA,NA,NA
LSCFS_2014_1,E4,CCA7,2014-10-15,288,13771,3970,2581,1191,1,31.53,25607,12.8035,2184,502.32,NA,NA,NA
LSCFS_2014_1,E4,CCA8,2015-03-18,77,2235,5360,2978,1191,1,NA,2978,1.489,4566,1050.18,NA,NA,NA
LSCFS_2014_1,E4,CCA9,2015-04-23,113,11838,23225,6948,3970,1,NA,13498,6.749,7543,1734.89,1.35,1598130,2.9
LSCFS_2014_1,F2,CCA1,2014-05-15,135,2718,5360,3375,2779,1,NA,3573,1.7865,1787,411.01,NA,NA,NA
LSCFS_2014_1,F2,CCA2,2014-06-05,156,8154,13101,4764,5757,1,NA,18858,9.429,596,137.08,NA,NA,NA
LSCFS_2014_1,F2,CCA3,2014-06-20,171,10026,15483,10322,5757,1,NA,21637,10.8185,3176,730.48,0.53,531378,1.12
LSCFS_2014_1,F2,CCA4,2014-07-17,198,14134,19056,8734,1588,1,38.91,34936,17.468,7940,1826.2,NA,NA,NA
LSCFS_2014_1,F2,CCA5,2014-08-08,220,18905,17468,7345,397,1,37.97,44067,22.0335,5360,1232.8,0.67,1266635,0
LSCFS_2014_1,F2,CCA6,2014-09-09,252,18241,22431,5955,1191,1,NA,12109,6.0545,1787,411.01,NA,NA,NA
LSCFS_2014_1,F2,CCA7,2014-10-15,288,14738,1985,794,596,1,27.37,12704,6.352,397,91.31,NA,NA,NA
LSCFS_2014_1,F2,CCA8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSCFS_2014_1,F2,CCA9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSCFS_2014_1,F5,CCA1,2014-05-15,135,6040,5757,9131,8536,1,NA,15682,7.841,5558,1278.34,NA,NA,NA
LSCFS_2014_1,F5,CCA2,2014-06-05,156,14919,17071,9925,5558,1,NA,41288,20.644,2779,639.17,NA,NA,NA
LSCFS_2014_1,F5,CCA3,2014-06-20,171,18603,20644,15285,7146,1,NA,62925,31.4625,8337,1917.51,0.64,1190592,0.95
LSCFS_2014_1,F5,CCA4,2014-07-17,198,20476,20843,10719,993,1,49.31,63520,31.76,20644,4748.12,NA,NA,NA
LSCFS_2014_1,F5,CCA5,2014-08-08,220,24220,22629,11116,794,1,47.66,71460,35.73,9528,2191.44,0.87,2107140,0
LSCFS_2014_1,F5,CCA6,2014-09-09,252,20778,25805,13101,1390,1,NA,42876,21.438,14094,3241.62,NA,NA,NA
LSCFS_2014_1,F5,CCA7,2014-10-15,288,17758,2978,1985,397,1,38.28,43869,21.9345,5955,1369.65,NA,NA,NA
LSCFS_2014_1,F5,CCA8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSCFS_2014_1,F5,CCA9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSCFS_2014_1,G2,CCA1,2014-05-15,135,4349,6749,4566,5360,1,NA,9131,4.5655,3176,730.48,NA,NA,NA
LSCFS_2014_1,G2,CCA2,2014-06-05,156,8818,7345,9330,6749,1,NA,24416,12.208,6352,1460.96,NA,NA,NA
LSCFS_2014_1,G2,CCA3,2014-06-20,171,16610,13101,8536,9925,1,NA,45457,22.7285,10918,2511.14,1.33,2209130,2.15
LSCFS_2014_1,G2,CCA4,2014-07-17,198,13107,9131,4566,5955,1,44.36,54985,27.4925,20247,4656.81,NA,NA,NA
LSCFS_2014_1,G2,CCA5,2014-08-08,220,9906,6749,2184,5161,1,41.89,52404,26.202,18659,4291.57,1.86,1842516,1.55
LSCFS_2014_1,G2,CCA6,2014-09-09,252,4409,0,0,1191,1,37.24,41884,20.942,26599,6117.77,NA,NA,NA
LSCFS_2014_1,G2,CCA7,2014-10-15,288,2356,1191,0,596,1,34.03,29577,14.7885,19255,4428.65,NA,NA,NA
LSCFS_2014_1,G2,CCA8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSCFS_2014_1,G2,CCA9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSCFS_2014_1,G8,CCA1,2014-05-15,135,7006,9131,9528,3176,1,NA,26202,13.101,5161,1187.03,NA,NA,NA
LSCFS_2014_1,G8,CCA2,2014-06-05,156,13590,16476,9727,5161,1,NA,47640,23.82,596,137.08,NA,NA,NA
LSCFS_2014_1,G8,CCA3,2014-06-20,171,19992,18858,9131,5955,1,NA,50419,25.2095,5161,1187.03,0.56,1119552,0.92
LSCFS_2014_1,G8,CCA4,2014-07-17,198,27965,23423,5558,5955,1,50.67,61535,30.7675,12704,2921.92,NA,NA,NA
LSCFS_2014_1,G8,CCA5,2014-08-08,220,29536,22629,9330,4764,1,54.62,60344,30.172,6749,1552.27,0.68,2008448,0.4
LSCFS_2014_1,G8,CCA6,2014-09-09,252,21865,23423,12109,4963,1,42.12,36127,18.0635,4169,958.87,NA,NA,NA
LSCFS_2014_1,G8,CCA7,2014-10-15,288,25549,3772,6551,3176,1,25.8,19652,9.826,2978,684.94,NA,NA,NA
LSCFS_2014_1,G8,CCA8,2015-03-18,77,5376,5558,5360,6352,1,27.94,16674,8.337,10719,2465.37,NA,NA,NA
LSCFS_2014_1,G8,CCA9,2015-04-23,113,18966,17865,8933,1390,1,NA,29775,14.8875,15086,3469.78,NA,NA,NA
LSCFS_2014_1,H1,CCA1,2014-05-15,135,1510,2779,1588,1985,1,NA,794,0.397,397,91.31,NA,NA,NA
LSCFS_2014_1,H1,CCA2,2014-06-05,156,7490,13498,3970,4963,1,NA,20446,10.223,3176,730.48,NA,NA,NA
LSCFS_2014_1,H1,CCA3,2014-06-20,171,10993,17071,7543,4764,1,NA,31562,15.781,2382,547.86,0.34,373762,1.35
LSCFS_2014_1,H1,CCA4,2014-07-17,198,13469,22828,6749,5955,1,41.32,28981,14.4905,13498,3104.54,NA,NA,NA
LSCFS_2014_1,H1,CCA5,2014-08-08,220,17154,21835,8933,2382,1,NA,37120,18.56,5558,1278.34,0.3,514620,0
LSCFS_2014_1,H1,CCA6,2014-09-09,252,12986,13697,4963,0,0,NA,8337,4.1685,1787,411.01,NA,NA,NA
LSCFS_2014_1,H1,CCA7,2014-10-15,288,3564,596,1191,0,0,NA,2779,1.3895,993,228.39,NA,NA,NA
LSCFS_2014_1,H1,CCA8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSCFS_2014_1,H1,CCA9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSCFS_2014_1,H6,CCA1,2014-05-15,135,7067,3970,6749,5955,1,NA,19453,9.7265,5161,1187.03,NA,NA,NA
LSCFS_2014_1,H6,CCA2,2014-06-05,156,12986,19453,4566,6154,1,NA,27393,13.6965,1390,319.7,NA,NA,NA
LSCFS_2014_1,H6,CCA3,2014-06-20,171,18845,17270,10918,5955,1,NA,70269,35.1345,6154,1415.42,0,0,1.52
LSCFS_2014_1,H6,CCA4,2014-07-17,198,19449,16674,9528,3772,1,55.52,69674,34.837,16873,3880.79,NA,NA,NA
LSCFS_2014_1,H6,CCA5,2014-08-08,220,22348,18659,16277,5757,1,48.51,68681,34.3405,2978,684.94,0.57,1273836,0
LSCFS_2014_1,H6,CCA6,2014-09-09,252,23073,19850,12903,1191,1,41.48,42082,21.041,3970,913.1,NA,NA,NA
LSCFS_2014_1,H6,CCA7,2014-10-15,288,16066,2184,0,0,0,32.53,29775,14.8875,0,0,NA,NA,NA
LSCFS_2014_1,H6,CCA8,2015-03-18,77,17878,12903,14491,2581,1,NA,63719,31.8595,9925,2282.75,NA,NA,NA
LSCFS_2014_1,H6,CCA9,2015-04-23,113,32737,23820,13895,2581,1,NA,44861,22.4305,17468,4017.64,1.81,5925397,2.48
LSCFS_2014_1,I6,CCA1,2014-05-15,135,12986,13300,11315,3772,1,NA,37318,18.659,8933,2054.59,NA,NA,NA
LSCFS_2014_1,I6,CCA2,2014-06-05,156,13046,17865,6352,3573,1,NA,50221,25.1105,2978,684.94,NA,NA,NA
LSCFS_2014_1,I6,CCA3,2014-06-20,171,18301,18461,8933,10719,1,NA,58558,29.279,7345,1689.35,0.38,695438,0.78
LSCFS_2014_1,I6,CCA4,2014-07-17,198,20959,21240,8734,6551,1,54.32,57764,28.882,18064,4154.72,NA,NA,NA
LSCFS_2014_1,I6,CCA5,2014-08-08,220,20536,23225,10719,6749,1,50.41,60940,30.47,2184,502.32,0.22,451792,0.05
LSCFS_2014_1,I6,CCA6,2014-09-09,252,21925,25805,7345,6154,1,41.33,39303,19.6515,6352,1460.96,NA,NA,NA
LSCFS_2014_1,I6,CCA7,2014-10-15,288,15644,2581,2184,1588,1,33.38,23026,11.513,6749,1552.27,NA,NA,NA
LSCFS_2014_1,I6,CCA8,2015-03-18,77,10147,11513,5757,4169,1,36.87,19056,9.528,15682,3606.86,NA,NA,NA
LSCFS_2014_1,I6,CCA9,2015-04-23,113,21865,22828,9727,2382,1,42.48,46846,23.423,21240,4885.2,2,4373000,2.12
LSCFS_2014_1,I6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSCFS_2014_1,I7,CCA1,2014-05-15,135,4288,4764,4566,2581,1,NA,6352,3.176,2779,639.17,NA,NA,NA
LSCFS_2014_1,I7,CCA2,2014-06-05,156,6463,8734,4764,5757,1,NA,7543,3.7715,0,0,NA,NA,NA
LSCFS_2014_1,I7,CCA3,2014-06-20,171,12442,14491,7742,8933,1,NA,10322,5.161,3375,776.25,0,0,0.65
LSCFS_2014_1,I7,CCA4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSCFS_2014_1,I7,CCA5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSCFS_2014_1,I7,CCA6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSCFS_2014_1,I7,CCA7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSCFS_2014_1,I7,CCA8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSCFS_2014_1,I7,CCA9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSCFS_2014_1,J7,CCA1,2014-05-15,135,1450,11116,1985,3772,1,NA,17270,8.635,2581,593.63,NA,NA,NA
LSCFS_2014_1,J7,CCA2,2014-06-05,156,8275,16079,4566,3970,1,NA,25805,12.9025,1787,411.01,NA,NA,NA
LSCFS_2014_1,J7,CCA3,2014-06-20,171,11355,19255,5757,5360,1,NA,29775,14.8875,7146,1643.58,0.29,329295,1.02
LSCFS_2014_1,J7,CCA4,2014-07-17,198,16489,19453,6948,6352,1,45.8,50816,25.408,17865,4108.95,NA,NA,NA
LSCFS_2014_1,J7,CCA5,2014-08-08,220,16127,21438,10719,7345,1,43.06,50816,25.408,13101,3013.23,0.25,403175,0.35
LSCFS_2014_1,J7,CCA6,2014-09-09,252,18664,22034,8933,7146,1,39.21,31165,15.5825,15086,3469.78,NA,NA,NA
LSCFS_2014_1,J7,CCA7,2014-10-15,288,13469,20446,8536,2581,1,34.88,20446,10.223,14689,3378.47,NA,NA,NA
LSCFS_2014_1,J7,CCA8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSCFS_2014_1,J7,CCA9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSCFS_2014_1,J8,CCA1,2014-05-15,135,4772,4367,3772,4169,1,NA,9131,4.5655,2184,502.32,NA,NA,NA
LSCFS_2014_1,J8,CCA2,2014-06-05,156,9120,11910,3176,4169,1,NA,32753,16.3765,1787,411.01,NA,NA,NA
LSCFS_2014_1,J8,CCA3,2014-06-20,171,11778,11513,5955,4566,1,NA,36921,18.4605,4169,958.87,0.21,247338,1.48
LSCFS_2014_1,J8,CCA4,2014-07-17,198,12020,10918,4764,5161,1,44.96,46449,23.2245,7940,1826.2,NA,NA,NA
LSCFS_2014_1,J8,CCA5,2014-08-08,220,10872,9131,8337,4367,1,NA,59153,29.5765,5161,1187.03,0,0,0.2
LSCFS_2014_1,J8,CCA6,2014-09-09,252,14375,14689,7345,4963,1,39.23,47839,23.9195,3970,913.1,NA,NA,NA
LSCFS_2014_1,J8,CCA7,2014-10-15,288,11114,12704,5558,3375,1,33.28,22431,11.2155,9330,2145.9,NA,NA,NA
LSCFS_2014_1,J8,CCA8,2015-03-18,77,483,1390,1390,794,1,28.41,3176,1.588,5955,1369.65,NA,NA,NA
LSCFS_2014_1,J8,CCA9,2015-04-23,113,3745,6551,1787,1588,1,23.35,1787,0.8935,2382,547.86,0.66,247170,1.08
LSCFS_2014_1,K5,CCA1,2014-05-15,135,1933,10918,993,6154,1,NA,10719,5.3595,397,91.31,NA,NA,NA
LSCFS_2014_1,K5,CCA2,2014-06-05,156,9181,14689,4566,4367,1,NA,35333,17.6665,397,91.31,NA,NA,NA
LSCFS_2014_1,K5,CCA3,2014-06-20,171,10570,13300,10719,2581,1,NA,32356,16.178,4764,1095.72,1.33,1405810,1.4
LSCFS_2014_1,K5,CCA4,2014-07-17,198,19388,19255,10521,397,1,40.86,44663,22.3315,8536,1963.28,NA,NA,NA
LSCFS_2014_1,K5,CCA5,2014-08-08,220,19751,23225,10521,1985,1,39.87,52206,26.103,8536,1963.28,0.86,1698586,0.95
LSCFS_2014_1,K5,CCA6,2014-09-09,252,20355,22232,6551,47367,1,36.38,35135,17.5675,1390,319.7,NA,NA,NA
LSCFS_2014_1,K5,CCA7,2014-10-15,288,16368,2779,1588,0,0,30.25,28584,14.292,1787,411.01,NA,NA,NA
LSCFS_2014_1,K5,CCA8,2015-03-18,77,4107,3176,3970,199,1,NA,8933,4.4665,2184,502.32,NA,NA,NA
LSCFS_2014_1,K5,CCA9,2015-04-23,113,7731,18064,9925,2779,1,NA,4963,2.4815,9925,2282.75,NA,NA,NA
LSCFS_2014_1,K7,CCA1,2014-05-15,135,4530,8734,3970,2581,1,NA,10124,5.062,1985,456.55,NA,NA,NA
LSCFS_2014_1,K7,CCA2,2014-06-05,156,7490,12307,7940,4169,1,NA,14491,7.2455,1191,273.93,NA,NA,NA
LSCFS_2014_1,K7,CCA3,2014-06-20,171,11234,14292,9528,3176,1,NA,27592,13.796,5161,1187.03,0.63,707742,1.1
LSCFS_2014_1,K7,CCA4,2014-07-17,198,15644,18659,10918,4963,1,32.07,25408,12.704,13101,3013.23,NA,NA,NA
LSCFS_2014_1,K7,CCA5,2014-08-08,220,15100,18659,11910,1191,1,36.16,48831,24.4155,11315,2602.45,0.75,1132500,1.25
LSCFS_2014_1,K7,CCA6,2014-09-09,252,19388,24217,11513,993,1,22.46,2382,1.191,1787,411.01,NA,NA,NA
LSCFS_2014_1,K7,CCA7,2014-10-15,288,9785,1588,596,0,0,15.96,1588,0.794,1588,365.24,NA,NA,NA
LSCFS_2014_1,K7,CCA8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSCFS_2014_1,K7,CCA9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSCFS_2014_1,L4,CCA1,2014-05-15,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSCFS_2014_1,L4,CCA2,2014-06-05,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSCFS_2014_1,L4,CCA3,2014-06-20,171,5798,11315,3970,5161,1,NA,26599,13.2995,6551,1506.73,0,0,0.42
LSCFS_2014_1,L4,CCA4,2014-07-17,198,9724,20446,9925,1191,1,NA,31760,15.88,3970,913.1,NA,NA,NA
LSCFS_2014_1,L4,CCA5,2014-08-08,220,14919,18858,7543,993,1,NA,38708,19.354,5161,1187.03,0.41,611679,0.2
LSCFS_2014_1,L4,CCA6,2014-09-09,252,16308,20446,10521,993,1,40.85,26798,13.399,7742,1780.66,NA,NA,NA
LSCFS_2014_1,L4,CCA7,2014-10-15,288,15221,1191,0,0,0,39.32,13697,6.8485,1588,365.24,NA,NA,NA
LSCFS_2014_1,L4,CCA8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSCFS_2014_1,L4,CCA9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSCFS_2014_1,L6,CCA1,2014-05-15,135,4590,10124,3573,4963,1,NA,38112,19.056,3375,776.25,NA,NA,NA
LSCFS_2014_1,L6,CCA2,2014-06-05,156,10026,12903,3375,3573,1,NA,43670,21.835,1588,365.24,NA,NA,NA
LSCFS_2014_1,L6,CCA3,2014-06-20,171,11053,14292,11712,3772,1,NA,34341,17.1705,5161,1187.03,0.26,287378,1.5
LSCFS_2014_1,L6,CCA4,2014-07-17,198,16368,18064,6948,596,1,41.34,45258,22.629,16079,3698.17,NA,NA,NA
LSCFS_2014_1,L6,CCA5,2014-08-08,220,19811,21835,10719,993,1,39.65,40693,20.3465,9925,2282.75,1.34,2654674,0.2
LSCFS_2014_1,L6,CCA6,2014-09-09,252,24945,18064,6352,0,0,34.38,27989,13.9945,3176,730.48,NA,NA,NA
LSCFS_2014_1,L6,CCA7,2014-10-15,288,4047,4367,3573,0,0,25.39,2581,1.2905,993,228.39,NA,NA,NA
LSCFS_2014_1,L6,CCA8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSCFS_2014_1,L6,CCA9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSCFS_2014_2,A1,CCA1,2014-05-21,141,4025,9116,4128,2580,1,NA,8772,4.386,3268,751.64,NA,NA,NA
LSCFS_2014_2,A1,CCA2,2014-06-11,162,9112,10836,8084,5504,1,NA,8944,4.472,3096,712.08,NA,NA,NA
LSCFS_2014_2,A1,CCA3,2014-07-04,185,8754,12900,7740,4988,1,NA,11696,5.848,3612,830.76,0.73,639042,NA
LSCFS_2014_2,A1,CCA4,2014-07-30,211,19694,19264,8428,5160,1,NA,12728,6.364,2580,593.4,NA,NA,NA
LSCFS_2014_2,A1,CCA5,2014-08-24,236,25643,23048,7912,4816,1,NA,23048,11.524,2924,672.52,0.29,743647,NA
LSCFS_2014_2,A1,CCA6,2014-09-20,263,21609,22016,6708,4644,1,NA,21844,10.922,4300,989,NA,NA,NA
LSCFS_2014_2,A1,CCA7,2014-10-08,281,19751,5160,1376,2924,1,NA,15136,7.568,2752,632.96,NA,NA,NA
LSCFS_2014_2,A1,CCA8,2014-10-28,301,16889,860,860,516,1,NA,18404,9.202,2752,632.96,NA,NA,NA
LSCFS_2014_2,A1,CCA9,2015-03-31,90,3362,5848,2752,2580,1,NA,11868,5.934,1204,276.92,0.29,97498,4800000
LSCFS_2014_2,A1,CCA10,2015-04-28,118,7659,18576,8428,6192,1,NA,5332,2.666,5332,1226.36,NA,NA,NA
LSCFS_2014_2,A1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LSCFS_2014_2,A4,CCA1,2014-05-21,141,5422,10148,8428,4472,1,NA,11352,5.676,2924,672.52,NA,NA,NA
LSCFS_2014_2,A4,CCA2,2014-06-11,162,10006,12556,7912,8256,1,NA,8600,4.3,3784,870.32,NA,NA,NA
LSCFS_2014_2,A4,CCA3,2014-07-04,185,17322,18060,7052,6364,1,NA,11524,5.762,8084,1859.32,1.36,2355792,NA
LSCFS_2014_2,A4,CCA4,2014-07-30,211,22975,0,0,516,1,NA,21156,10.578,9632,2215.36,NA,NA,NA
LSCFS_2014_2,A4,CCA5,2014-08-24,236,17411,12556,2924,1204,1,NA,26144,13.072,7052,1621.96,0.24,417864,NA
LSCFS_2014_2,A4,CCA6,2014-09-20,263,16958,16512,9288,7224,1,NA,17544,8.772,2580,593.4,NA,NA,NA
LSCFS_2014_2,A4,CCA7,2014-10-08,281,15448,344,172,2752,1,NA,7568,3.784,860,197.8,NA,NA,NA
LSCFS_2014_2,A4,CCA8,2014-10-28,301,12795,0,0,688,1,NA,9632,4.816,1720,395.6,NA,NA,NA
LSCFS_2014_2,B4,CCA1,2014-05-21,141,5478,10836,7224,2752,1,NA,16168,8.084,3268,751.64,NA,NA,NA
LSCFS_2014_2,B4,CCA2,2014-06-11,162,8609,11868,7224,7052,1,NA,13932,6.966,3612,830.76,NA,NA,NA
LSCFS_2014_2,B4,CCA3,2014-07-04,185,15998,18920,8084,7396,1,NA,12728,6.364,3784,870.32,0.31,495938,NA
