study,colony,cca,date,doy,adult.num,pupae.num,larvae.num,eggs.num,queen,honey.cells,honey.kg,pollen.cells,pollen.g
LSCFS_2014_2,J7,CCA4,7/30/2014,211,8893,14276,9976,5504,1,8428,4.214,3784,870.32
LSCFS_2014_2,J7,CCA5,8/24/2014,236,12136,17716,8084,4816,1,9976,4.988,7224,1661.52
LSCFS_2014_2,J7,CCA6,9/20/2014,263,11162,5848,9116,4816,1,13416,6.708,2236,514.28
LSCFS_2014_2,J7,CCA7,10/8/2014,281,4596,4644,4300,1892,1,8600,4.3,1548,356.04
LSCFS_2014_2,J7,CCA8,10/28/2014,301,3141,1548,1032,688,1,8428,4.214,1032,237.36
LSCFS_2014_2,K2,CCA1,5/21/2014,141,2627,2408,1892,2064,1,3784,1.892,1376,316.48
LSCFS_2014_2,K2,CCA2,6/11/2014,162,4248,4128,3784,4128,1,5848,2.924,1204,276.92
LSCFS_2014_2,K2,CCA3,7/4/2014,185,7107,8600,3612,4128,1,9804,4.902,1720,395.6
LSCFS_2014_2,K2,CCA4,7/30/2014,211,9027,3440,8772,6192,1,12212,6.106,1892,435.16
LSCFS_2014_2,K2,CCA5,8/24/2014,236,9861,9288,5676,6192,1,12728,6.364,3268,751.64
LSCFS_2014_2,K2,CCA6,9/20/2014,263,9810,2924,6020,5848,1,8772,4.386,3096,712.08
LSCFS_2014_2,K2,CCA7,10/8/2014,281,5121,3612,2064,2236,1,5332,2.666,2752,632.96
LSCFS_2014_2,K2,CCA8,10/28/2014,301,2962,1720,172,172,1,6192,3.096,1376,316.48
LSCFS_2014_2,K8,CCA1,5/21/2014,141,5255,2924,4988,2580,1,7912,3.956,3612,830.76
LSCFS_2014_2,K8,CCA2,6/11/2014,162,4081,12040,5504,5160,1,10320,5.16,2408,553.84
LSCFS_2014_2,K8,CCA3,7/4/2014,185,9597,13932,5160,6192,1,12556,6.278,3784,870.32
LSCFS_2014_2,K8,CCA4,7/30/2014,211,11598,12212,6708,5848,1,14276,7.138,516,118.68
LSCFS_2014_2,K8,CCA5,8/24/2014,236,12881,15136,6364,5848,1,14792,7.396,3956,909.88
LSCFS_2014_2,K8,CCA6,9/20/2014,263,3936,1204,516,0,0,3440,1.72,2408,553.84
LSCFS_2014_2,K8,CCA7,10/8/2014,281,4382,0,0,0,0,1032,0.516,3268,751.64
LSCFS_2014_2,L1,CCA1,5/21/2014,141,615,1548,516,688,1,1204,0.602,172,39.56
LSCFS_2014_2,L1,CCA2,6/11/2014,162,3689,5504,5504,2924,1,5676,2.838,2580,593.4
LSCFS_2014_2,L1,CCA3,7/4/2014,185,8394,14964,6880,4816,1,7396,3.698,1892,435.16
LSCFS_2014_2,L1,CCA4,7/30/2014,211,15823,18232,5160,3956,1,7052,3.526,4128,949.44
LSCFS_2014_2,L1,CCA5,8/24/2014,236,15432,19952,6708,4300,1,13416,6.708,7052,1621.96
LSCFS_2014_2,L1,CCA6,9/20/2014,263,13454,15308,6020,4644,1,3440,1.72,4300,989
LSCFS_2014_2,L1,CCA7,10/8/2014,281,8949,3096,3096,1720,1,6020,3.01,7052,1621.96
LSCFS_2014_2,L1,CCA8,10/28/2014,301,3949,344,0,0,0,18232,9.116,3440,791.2
LSCFS_2014_2,L5,CCA1,5/21/2014,141,1509,3784,1892,688,1,3268,1.634,688,158.24
LSCFS_2014_2,L5,CCA2,6/11/2014,162,3857,7396,4472,2408,1,7740,3.87,1720,395.6
LSCFS_2014_2,L5,CCA3,7/4/2014,185,7821,13588,6364,5332,1,11008,5.504,3612,830.76
LSCFS_2014_2,L5,CCA4,7/30/2014,211,18474,17028,9632,6708,1,9116,4.558,2924,672.52
LSCFS_2014_2,L5,CCA5,8/24/2014,236,23358,24596,10836,4816,1,7052,3.526,5504,1265.92
LSCFS_2014_2,L5,CCA6,9/20/2014,263,15526,22704,6880,7052,1,2924,1.462,2752,632.96
LSCFS_2014_2,L5,CCA7,10/8/2014,281,12778,172,1204,3440,1,7224,3.612,2752,632.96
LSCFS_2014_2,L5,CCA8,10/28/2014,301,8652,344,0,0,0,28208,14.104,2236,514.28
LSCFS_2014_2,L5,CCA9,3/31/2015,90,6467,12556,4988,8084,1,9116,4.558,2752,632.96
LSCFS_2014_2,L5,CCA10,4/28/2015,118,17339,24768,10320,7052,1,17716,8.858,5504,1265.92
LSCFS_2015_1,A1,CCA1,5/5/2015,125,4696,8256,4472,6020,1,9632,4.816,2236,514.28
LSCFS_2015_1,A1,CCA2,5/31/2015,151,15876,19092,2236,3956,1,52288,26.144,4644,1068.12
LSCFS_2015_1,A1,CCA3,6/24/2015,175,20795,16168,6536,3784,1,68800,34.4,11352,2610.96
LSCFS_2015_1,A1,CCA4,7/20/2015,201,21130,16684,9460,6364,1,58652,29.326,11352,2610.96
LSCFS_2015_1,A1,CCA5,8/12/2015,224,18727,18404,8256,6020,1,62780,31.39,9804,2254.92
LSCFS_2015_1,A1,CCA6,9/11/2015,254,12745,10664,6364,6364,1,69660,34.83,10664,2452.72
LSCFS_2015_1,A1,CCA7,10/7/2015,280,12969,5504,4472,2924,1,54696,27.348,11868,2729.64
LSCFS_2015_1,A1,CCA8,10/23/2015,296,11292,3612,2236,344,1,68456,34.228,14276,3283.48
LSCFS_2015_1,A1,CCA9,3/26/2016,86,11292,14792,10836,4816,1,25972,12.986,13588,3125.24
LSCFS_2015_1,A1,CCA10,4/21/2016,112,23199,9632,9460,5676,1,39044,19.522,17716,4074.68
LSCFS_2015_1,A4,CCA1,5/5/2015,125,6708,12212,6536,4816,1,14276,7.138,3268,751.64
LSCFS_2015_1,A4,CCA2,5/31/2015,151,15764,25628,6536,6020,1,43172,21.586,3784,870.32
LSCFS_2015_1,A4,CCA3,6/24/2015,175,20851,24596,11352,6364,1,63124,31.562,7740,1780.2
LSCFS_2015_1,A4,CCA4,7/20/2015,201,23143,23908,14448,3784,1,49020,24.51,8772,2017.56
LSCFS_2015_1,A4,CCA5,8/12/2015,224,22751,23048,11696,4816,1,45752,22.876,8944,2057.12
LSCFS_2015_1,A4,CCA6,9/11/2015,254,12689,11008,6880,5676,1,61748,30.874,10492,2413.16
LSCFS_2015_1,A4,CCA7,10/7/2015,280,14758,3268,1032,2924,1,57964,28.982,5332,1226.36
LSCFS_2015_1,A4,CCA8,10/23/2015,296,9838,3612,860,516,1,68628,34.314,6020,1384.6
LSCFS_2015_1,A4,CCA9,3/26/2016,86,13696,19780,11352,3612,1,39044,19.522,11008,2531.84
LSCFS_2015_1,A4,CCA10,4/21/2016,112,24931,8944,17716,6020,1,40076,20.038,11352,2610.96
LSCFS_2015_1,B4,CCA1,5/5/2015,125,6373,10836,5676,4128,1,17716,8.858,2752,632.96
LSCFS_2015_1,B4,CCA2,5/31/2015,151,15428,19264,4128,2580,1,52460,26.23,7912,1819.76
LSCFS_2015_1,B4,CCA3,6/24/2015,175,21074,18920,7396,8772,1,76884,38.442,13416,3085.68
LSCFS_2015_1,B4,CCA4,7/20/2015,201,23646,14964,5848,8944,1,92708,46.354,15652,3599.96
LSCFS_2015_1,B4,CCA5,8/12/2015,224,24596,19436,12384,8428,1,79120,39.56,15652,3599.96
LSCFS_2015_1,B4,CCA6,9/11/2015,254,21745,11180,8256,8084,1,94428,47.214,9632,2215.36
LSCFS_2015_1,B4,CCA7,10/7/2015,280,28006,12040,5676,2752,1,94428,47.214,11008,2531.84
LSCFS_2015_1,B4,CCA8,10/23/2015,296,16658,8428,2924,1548,1,113176,56.588,7052,1621.96
LSCFS_2015_1,B4,CCA9,3/26/2016,86,13081,14620,5676,6536,1,88408,44.204,20296,4668.08
LSCFS_2015_1,B4,CCA10,4/21/2016,112,19565,19264,11352,8084,1,97696,48.848,32852,7555.96
LSCFS_2015_1,B7,CCA1,5/5/2015,125,4360,7740,2064,4816,1,10320,5.16,1376,316.48
LSCFS_2015_1,B7,CCA2,5/31/2015,151,14936,19608,7052,9632,1,36464,18.232,2752,632.96
LSCFS_2015_1,B7,CCA3,6/24/2015,175,22416,15480,5332,6536,1,40592,20.296,2924,672.52
LSCFS_2015_1,B7,CCA4,7/20/2015,201,23758,13760,8256,8084,1,56588,28.294,10836,2492.28
LSCFS_2015_1,B7,CCA5,8/12/2015,224,26441,23048,9632,6192,1,47300,23.65,9804,2254.92
LSCFS_2015_1,B7,CCA6,9/11/2015,254,19397,11524,8428,8084,1,64328,32.164,7568,1740.64
LSCFS_2015_1,B7,CCA7,10/7/2015,280,14087,0,0,0,1,58480,29.24,8772,2017.56
LSCFS_2015_1,B7,CCA8,10/23/2015,296,8329,2752,1376,1892,1,70176,35.088,7396,1701.08
LSCFS_2015_1,B7,CCA9,3/26/2016,86,6540,5504,3268,3440,1,25456,12.728,10320,2373.6
LSCFS_2015_1,B7,CCA10,4/21/2016,112,8385,2236,2064,4472,1,60372,30.186,15996,3679.08
LSCFS_2015_1,C2,CCA1,5/5/2015,125,4416,8256,5160,7740,1,11868,5.934,1720,395.6
LSCFS_2015_1,C2,CCA2,5/31/2015,151,13863,21156,8428,9976,1,26832,13.416,4816,1107.68
LSCFS_2015_1,C2,CCA3,6/24/2015,175,19341,14448,7568,4300,1,47472,23.736,6880,1582.4
LSCFS_2015_1,C2,CCA4,7/20/2015,201,18112,17028,8600,8256,1,50568,25.284,14448,3323.04
LSCFS_2015_1,C2,CCA5,8/12/2015,224,14199,19780,9632,5676,1,45924,22.962,11352,2610.96
LSCFS_2015_1,C7,CCA1,5/5/2015,125,4640,10836,4988,4128,1,8256,4.128,1204,276.92
LSCFS_2015_1,C7,CCA2,5/31/2015,151,13807,20468,8772,6536,1,24252,12.126,3612,830.76
LSCFS_2015_1,C7,CCA3,6/24/2015,175,16994,23736,7912,7912,1,31820,15.91,7052,1621.96
LSCFS_2015_1,C7,CCA4,7/20/2015,201,22584,22704,11008,8944,1,21844,10.922,10148,2334.04
LSCFS_2015_1,C7,CCA5,8/12/2015,224,22863,24080,11696,8600,1,12556,6.278,7912,1819.76
LSCFS_2015_1,C7,CCA6,9/11/2015,254,14199,15480,5676,5332,1,11868,5.934,8256,1898.88
LSCFS_2015_1,C7,CCA7,10/7/2015,280,9615,5676,0,2236,1,22532,11.266,7396,1701.08
LSCFS_2015_1,C7,CCA8,10/23/2015,296,9783,2924,688,344,1,39388,19.694,6536,1503.28
LSCFS_2015_1,D1,CCA1,5/5/2015,125,4807,9976,4128,4988,1,11352,5.676,2924,672.52
LSCFS_2015_1,D1,CCA2,5/31/2015,151,13751,15652,8256,5332,1,19608,9.804,2236,514.28
LSCFS_2015_1,D1,CCA3,6/24/2015,175,20851,11180,3784,8944,1,58824,29.412,4472,1028.56
LSCFS_2015_1,D1,CCA4,7/20/2015,201,20963,12556,5504,8600,1,63124,31.562,9976,2294.48
LSCFS_2015_1,D1,CCA5,8/12/2015,224,19789,15308,5676,6192,1,54696,27.348,14104,3243.92
LSCFS_2015_1,D1,CCA6,9/11/2015,254,18000,10664,4988,5160,1,52116,26.058,8600,1978
LSCFS_2015_1,D1,CCA7,10/7/2015,280,16546,6192,3096,1548,1,68972,34.486,7052,1621.96
LSCFS_2015_1,D1,CCA8,10/23/2015,296,17609,4988,1032,344,1,75680,37.84,5160,1186.8
LSCFS_2015_1,D1,CCA9,3/26/2016,86,894,0,0,172,1,34572,17.286,2924,672.52
LSCFS_2015_1,D1,CCA10,4/21/2016,112,503,0,0,172,1,34228,17.114,3956,909.88
LSCFS_2015_1,D7,CCA1,5/5/2015,125,3689,7740,4128,4472,1,10148,5.074,1720,395.6
LSCFS_2015_1,D7,CCA2,5/31/2015,151,13696,22016,8772,6364,1,17372,8.686,172,39.56
LSCFS_2015_1,D7,CCA3,6/24/2015,175,19677,23736,6880,10148,1,38012,19.006,1376,316.48
LSCFS_2015_1,D7,CCA4,7/20/2015,201,22807,21844,8084,9288,1,56932,28.466,7224,1661.52
LSCFS_2015_1,D7,CCA5,8/12/2015,224,23087,26832,11352,9976,1,42484,21.242,15308,3520.84
LSCFS_2015_1,D7,CCA6,9/11/2015,254,20571,15308,6020,12900,1,58308,29.154,9116,2096.68
LSCFS_2015_1,D7,CCA7,10/7/2015,280,21522,6020,2752,3956,1,70864,35.432,6364,1463.72
LSCFS_2015_1,D7,CCA8,10/23/2015,296,17385,8256,2236,344,1,87032,43.516,3956,909.88
LSCFS_2015_1,D7,CCA9,3/26/2016,86,15373,25628,9632,8944,1,42484,21.242,14792,3402.16
LSCFS_2015_1,D7,CCA10,4/21/2016,112,13863,18748,0,0,1,69832,34.916,19608,4509.84
LSCFS_2015_1,E1,CCA1,5/5/2015,125,4863,12040,7740,4816,1,9116,4.558,2236,514.28
LSCFS_2015_1,E1,CCA2,5/31/2015,151,12801,19608,7224,6880,1,41624,20.812,6536,1503.28
LSCFS_2015_1,E1,CCA3,6/24/2015,175,16685,14620,6192,2580,1,49708,24.854,7052,1621.96
LSCFS_2015_1,E1,CCA4,7/20/2015,201,18838,11352,9632,2924,1,55556,27.778,7224,1661.52
LSCFS_2015_1,E1,CCA5,8/12/2015,224,14981,15308,6364,2580,1,67424,33.712,5676,1305.48
LSCFS_2015_1,E1,CCA6,9/11/2015,254,12578,2924,2580,2924,1,63984,31.992,2752,632.96
LSCFS_2015_1,E1,CCA7,10/7/2015,280,11851,5160,3440,1204,1,76368,38.184,2924,672.52
LSCFS_2015_1,E1,CCA8,10/23/2015,296,9783,3784,2064,344,1,94944,47.472,1892,435.16
LSCFS_2015_1,E1,CCA9,3/26/2016,86,20571,17716,11696,6364,1,48160,24.08,11524,2650.52
LSCFS_2015_1,E1,CCA10,4/21/2016,112,36726,10664,13760,8084,1,61404,30.702,18920,4351.6
LSCFS_2015_1,E7,CCA1,5/5/2015,125,4472,11180,5332,4644,1,9804,4.902,2236,514.28
LSCFS_2015_1,E7,CCA2,5/31/2015,151,12689,19952,7568,6192,1,26488,13.244,2408,553.84
LSCFS_2015_1,E7,CCA3,6/24/2015,175,19397,22532,8600,4988,1,26832,13.416,8944,2057.12
LSCFS_2015_1,E7,CCA4,7/20/2015,201,26664,21156,7396,10320,1,22016,11.008,13244,3046.12
LSCFS_2015_1,E7,CCA5,8/12/2015,224,20851,19952,9288,7224,1,35776,17.888,19264,4430.72
LSCFS_2015_1,E7,CCA6,9/11/2015,254,12969,6192,1548,6192,1,24596,12.298,9804,2254.92
LSCFS_2015_1,E7,CCA7,10/7/2015,280,14255,12040,3096,2580,1,32336,16.168,9288,2136.24
LSCFS_2015_1,E7,CCA8,10/23/2015,296,11627,3440,1204,688,1,53148,26.574,7568,1740.64
LSCFS_2015_1,E7,CCA9,3/26/2016,86,10565,14964,9288,5332,1,23564,11.782,20124,4628.52
LSCFS_2015_1,E7,CCA10,4/21/2016,112,20739,7568,11180,4472,1,56760,28.38,37324,8584.52
LSCFS_2015_1,F2,CCA1,5/5/2015,125,4528,6708,4816,5848,1,10836,5.418,1892,435.16
LSCFS_2015_1,F2,CCA2,5/31/2015,151,12689,20296,6192,12384,1,24596,12.298,344,79.12
LSCFS_2015_1,F2,CCA3,6/24/2015,175,20683,9116,7224,8428,1,45236,22.618,3268,751.64
LSCFS_2015_1,F2,CCA4,7/20/2015,201,25994,20812,9804,6020,1,46096,23.048,12556,2887.88
LSCFS_2015_1,F2,CCA5,8/12/2015,224,19900,22704,10836,7912,1,52976,26.488,6880,1582.4
LSCFS_2015_1,F2,CCA6,9/11/2015,254,17944,11352,6020,8772,1,58652,29.326,4128,949.44
LSCFS_2015_1,F2,CCA7,10/7/2015,280,22584,3956,2752,1032,1,69316,34.658,6536,1503.28
LSCFS_2015_1,F2,CCA8,10/23/2015,296,12242,1892,2064,344,1,74132,37.066,2752,632.96
LSCFS_2015_1,F2,CCA9,3/26/2016,86,6988,10836,4816,5848,1,40420,20.21,6192,1424.16
LSCFS_2015_1,F2,CCA10,4/21/2016,112,10397,17888,9288,12728,1,56588,28.294,9288,2136.24
LSCFS_2015_1,F4,CCA1,5/5/2015,125,4193,9116,4816,3268,1,7224,3.612,1892,435.16
LSCFS_2015_1,F4,CCA2,5/31/2015,151,12633,17372,8256,12212,1,11524,5.762,5848,1345.04
LSCFS_2015_1,F4,CCA3,6/24/2015,175,23590,26316,6708,14964,1,23392,11.696,6708,1542.84
LSCFS_2015_1,F4,CCA4,7/20/2015,201,30633,23048,13244,7912,1,14620,7.31,15136,3481.28
LSCFS_2015_1,F4,CCA5,8/12/2015,224,28956,24080,14104,8256,1,28208,14.104,25800,5934
LSCFS_2015_1,F4,CCA6,9/11/2015,254,31192,14792,1720,0,1,58996,29.498,13416,3085.68
LSCFS_2015_1,F4,CCA7,10/7/2015,280,29348,10664,3096,3096,1,52804,26.402,10836,2492.28
LSCFS_2015_1,F4,CCA8,10/23/2015,296,18503,5848,1548,2236,1,62780,31.39,7396,1701.08
LSCFS_2015_1,F4,CCA9,3/26/2016,86,22360,20124,9976,5160,1,43516,21.758,41796,9613.08
LSCFS_2015_1,F4,CCA10,4/21/2016,112,9224,8600,0,0,0,84624,42.312,29928,6883.44
LSCFS_2015_1,G1,CCA1,5/5/2015,125,8106,11868,5504,4988,1,20812,10.406,1032,237.36
LSCFS_2015_1,G1,CCA2,5/31/2015,151,12242,20640,6536,7224,1,49708,24.854,6020,1384.6
LSCFS_2015_1,G1,CCA3,6/24/2015,175,22584,10320,344,2924,1,50740,25.37,13244,3046.12
LSCFS_2015_1,G1,CCA4,7/20/2015,201,14031,2752,0,0,1,49192,24.596,9976,2294.48
LSCFS_2015_1,G1,CCA5,8/12/2015,224,10230,0,0,0,0,64844,32.422,12212,2808.76
LSCFS_2015_1,G1,CCA6,9/11/2015,254,7379,11180,3612,3440,1,61404,30.702,5160,1186.8
LSCFS_2015_1,G1,CCA7,10/7/2015,280,8497,5332,860,2236,1,32164,16.082,3268,751.64
LSCFS_2015_1,G1,CCA8,10/23/2015,296,5590,4472,1376,172,1,43344,21.672,1032,237.36
LSCFS_2015_1,G1,CCA9,3/26/2016,86,7770,13244,10148,6536,1,24080,12.04,3784,870.32
LSCFS_2015_1,G1,CCA10,4/21/2016,112,16088,11008,14792,7568,1,53148,26.574,13072,3006.56
LSCFS_2015_1,G8,CCA1,5/5/2015,125,3913,10320,4300,3784,1,7396,3.698,2924,672.52
LSCFS_2015_1,G8,CCA2,5/31/2015,151,17739,20468,7912,8256,1,19780,9.89,4472,1028.56
LSCFS_2015_1,G8,CCA3,6/24/2015,175,20571,20640,7568,6880,1,30272,15.136,13244,3046.12
LSCFS_2015_1,G8,CCA4,7/20/2015,201,23925,20984,4988,4988,1,21328,10.664,10836,2492.28
LSCFS_2015_1,G8,CCA5,8/12/2015,224,20683,19436,12212,4128,1,40076,20.038,11696,2690.08
LSCFS_2015_1,G8,CCA6,9/11/2015,254,17832,16512,9288,6020,1,42484,21.242,7740,1780.2
LSCFS_2015_1,G8,CCA7,10/7/2015,280,23422,6364,6020,1548,1,38184,19.092,12728,2927.44
LSCFS_2015_1,G8,CCA8,10/23/2015,296,13751,4472,0,0,0,54352,27.176,8084,1859.32
LSCFS_2015_1,G8,CCA9,3/26/2016,86,23310,19608,11352,860,1,46784,23.392,25628,5894.44
LSCFS_2015_1,G8,CCA10,4/21/2016,112,11907,0,0,172,1,31132,15.566,22532,5182.36
LSCFS_2015_1,H1,CCA1,5/5/2015,125,5422,11868,4472,6708,1,11008,5.504,3096,712.08
LSCFS_2015_1,H1,CCA2,5/31/2015,151,11739,23564,8428,8256,1,32164,16.082,10320,2373.6
LSCFS_2015_1,H1,CCA3,6/24/2015,175,24876,21500,4128,4816,1,77228,38.614,8256,1898.88
LSCFS_2015_1,H1,CCA4,7/20/2015,201,32757,20296,7912,5332,1,61576,30.788,14964,3441.72
LSCFS_2015_1,H1,CCA5,8/12/2015,224,24931,23564,10492,8600,1,64672,32.336,10320,2373.6
LSCFS_2015_1,H1,CCA6,9/11/2015,254,24708,8428,3268,4644,1,73272,36.636,10492,2413.16
LSCFS_2015_1,H1,CCA7,10/7/2015,280,27279,5676,2408,516,1,95460,47.73,10836,2492.28
LSCFS_2015_1,H1,CCA8,10/23/2015,296,23143,3268,1720,516,0,101480,50.74,9116,2096.68
LSCFS_2015_1,H1,CCA9,3/26/2016,86,10621,13932,8084,4644,1,49880,24.94,12384,2848.32
LSCFS_2015_1,H1,CCA10,4/21/2016,112,14310,8944,11180,4644,1,37840,18.92,12900,2967
LSCFS_2015_1,H6,CCA1,5/5/2015,125,8161,9460,6364,3784,1,19264,9.632,3784,870.32
LSCFS_2015_1,H6,CCA2,5/31/2015,151,11348,18748,5504,5504,1,53148,26.574,9804,2254.92
LSCFS_2015_1,H6,CCA3,6/24/2015,175,24428,17716,4472,8944,1,96492,48.246,15652,3599.96
LSCFS_2015_1,H6,CCA4,7/20/2015,201,29627,25112,5332,7052,1,87892,43.946,25800,5934
LSCFS_2015_1,H6,CCA5,8/12/2015,224,29068,14964,0,0,1,68456,34.228,18060,4153.8
LSCFS_2015_1,H6,CCA6,9/11/2015,254,16994,9976,5332,7224,1,59684,29.842,25112,5775.76
LSCFS_2015_1,H6,CCA7,10/7/2015,280,10062,4816,6192,2408,1,38700,19.35,19264,4430.72
LSCFS_2015_1,H6,CCA8,10/23/2015,296,8888,7568,1204,1720,1,54180,27.09,11868,2729.64
LSCFS_2015_1,H6,CCA9,3/26/2016,86,6149,8944,6880,2064,1,22876,11.438,9116,2096.68
LSCFS_2015_1,H6,CCA10,4/21/2016,112,7826,6364,6364,6536,1,14620,7.31,10836,2492.28
LSCFS_2015_1,I6,CCA1,5/5/2015,125,3466,10492,3612,1892,1,9632,4.816,1376,316.48
LSCFS_2015_1,I6,CCA2,5/31/2015,151,10845,15308,5160,6536,1,12040,6.02,2580,593.4
LSCFS_2015_1,I6,CCA3,6/24/2015,175,13081,20812,7052,8600,1,28724,14.362,6708,1542.84
LSCFS_2015_1,I6,CCA4,7/20/2015,201,19006,19436,9288,4816,1,34744,17.372,7568,1740.64
LSCFS_2015_1,I6,CCA5,8/12/2015,224,15149,19436,12556,6536,1,29068,14.534,10664,2452.72
LSCFS_2015_1,I6,CCA6,9/11/2015,254,10677,11180,10492,5848,1,27864,13.932,8600,1978
LSCFS_2015_1,I6,CCA7,10/7/2015,280,9950,4472,3612,3784,1,45064,22.532,3784,870.32
LSCFS_2015_1,I6,CCA8,10/23/2015,296,11739,6020,2236,516,1,58136,29.068,2924,672.52
LSCFS_2015_1,I6,CCA9,3/26/2016,86,14478,23564,13416,7052,1,21328,10.664,16340,3758.2
LSCFS_2015_1,I6,CCA10,4/21/2016,112,20795,14964,11868,4128,1,44548,22.274,19952,4588.96
LSCFS_2015_1,I8,CCA1,5/5/2015,125,4360,9804,5504,3956,1,6880,3.44,1548,356.04
LSCFS_2015_1,I8,CCA2,5/31/2015,151,9782,22016,7912,7740,1,32852,16.426,6020,1384.6
LSCFS_2015_1,I8,CCA3,6/24/2015,175,19565,21156,11696,6020,1,43000,21.5,7568,1740.64
LSCFS_2015_1,I8,CCA4,7/20/2015,201,24261,23048,10492,5676,1,37496,18.748,17888,4114.24
LSCFS_2015_1,I8,CCA5,8/12/2015,224,22472,19264,10664,5332,1,37324,18.662,19092,4391.16
LSCFS_2015_1,I8,CCA6,9/11/2015,254,11739,13244,7052,3612,1,50912,25.456,12556,2887.88
LSCFS_2015_1,I8,CCA7,10/7/2015,280,12689,6192,5332,2580,1,61748,30.874,6880,1582.4
LSCFS_2015_1,I8,CCA8,10/23/2015,296,10509,6364,2408,516,1,72584,36.292,10836,2492.28
LSCFS_2015_1,I8,CCA9,3/26/2016,86,18112,22188,10836,4988,1,25112,12.556,40076,9217.48
LSCFS_2015_1,I8,CCA10,4/21/2016,112,13304,7568,0,0,1,43344,21.672,30272,6962.56
LSCFS_2015_1,J6,CCA1,5/5/2015,125,5478,3784,5504,4128,1,11352,5.676,3096,712.08
LSCFS_2015_1,J6,CCA2,5/31/2015,151,10789,15308,9116,5504,1,26488,13.244,3268,751.64
LSCFS_2015_1,J6,CCA3,6/24/2015,175,15540,16512,8256,6708,1,73444,36.722,2236,514.28
LSCFS_2015_1,J6,CCA4,7/20/2015,201,19565,11868,6364,9460,1,78260,39.13,5332,1226.36
LSCFS_2015_1,J6,CCA5,8/12/2015,224,18168,20124,10492,4128,1,73444,36.722,9804,2254.92
LSCFS_2015_1,J6,CCA6,9/11/2015,254,21969,6708,688,4644,1,67252,33.626,3268,751.64
LSCFS_2015_1,J6,CCA7,10/7/2015,280,21186,10664,2924,1892,1,81528,40.764,5160,1186.8
LSCFS_2015_1,J6,CCA8,10/23/2015,296,21522,7568,1032,516,1,100104,50.052,4816,1107.68
LSCFS_2015_1,J6,CCA9,3/26/2016,86,11851,17200,12040,7224,1,44376,22.188,12728,2927.44
LSCFS_2015_1,J6,CCA10,4/21/2016,112,15205,15308,8600,7052,1,76712,38.356,20640,4747.2
LSCFS_2015_1,J7,CCA1,5/5/2015,125,4248,8600,3096,5160,1,9116,4.558,2408,553.84
LSCFS_2015_1,J7,CCA2,5/31/2015,151,10789,17028,8428,7224,1,37668,18.834,3784,870.32
LSCFS_2015_1,J7,CCA3,6/24/2015,175,18894,12040,1892,2924,1,79980,39.99,6536,1503.28
LSCFS_2015_1,J7,CCA4,7/20/2015,201,25043,12728,5676,4128,1,75508,37.754,15308,3520.84
LSCFS_2015_1,J7,CCA5,8/12/2015,224,23031,13588,3784,6536,1,87204,43.602,19780,4549.4
LSCFS_2015_1,J7,CCA6,9/11/2015,254,22751,7396,4644,5160,1,84108,42.054,9460,2175.8
LSCFS_2015_1,J7,CCA7,10/7/2015,280,19845,5676,4300,1720,1,92536,46.268,9804,2254.92
LSCFS_2015_1,J7,CCA8,10/23/2015,296,23254,4300,172,3612,1,100448,50.224,11180,2571.4
LSCFS_2015_1,K2,CCA1,5/5/2015,125,7323,6364,3956,7396,1,20640,10.32,2064,474.72
LSCFS_2015_1,K2,CCA2,5/31/2015,151,10006,18232,9116,6364,1,62092,31.046,3440,791.2
LSCFS_2015_1,K2,CCA3,6/24/2015,175,25155,23736,6880,6364,1,67424,33.712,6880,1582.4
LSCFS_2015_1,K2,CCA4,7/20/2015,201,23646,15652,7568,5160,1,77744,38.872,12212,2808.76
LSCFS_2015_1,K2,CCA5,8/12/2015,224,15540,22188,7568,5504,1,69832,34.916,18232,4193.36
LSCFS_2015_1,K2,CCA6,9/11/2015,254,15987,11696,5332,4472,1,72756,36.378,11868,2729.64
LSCFS_2015_1,K2,CCA7,10/7/2015,280,14310,6708,2752,1376,1,76024,38.012,7224,1661.52
LSCFS_2015_1,K2,CCA8,10/23/2015,296,14758,5332,2580,1032,1,90128,45.064,4988,1147.24
LSCFS_2015_1,K2,CCA9,3/26/2016,86,7826,14964,10836,3096,1,42484,21.242,13072,3006.56
LSCFS_2015_1,K2,CCA10,4/21/2016,112,22416,14620,13932,8600,1,64328,32.164,24080,5538.4
LSCFS_2015_1,K8,CCA1,5/5/2015,125,4584,12212,4300,3268,1,8084,4.042,2408,553.84
LSCFS_2015_1,K8,CCA2,5/31/2015,151,21156,19780,10320,6708,1,21156,10.578,6708,1542.84
LSCFS_2015_1,K8,CCA3,6/24/2015,175,21298,16684,8772,5676,1,37840,18.92,8600,1978
LSCFS_2015_1,K8,CCA4,7/20/2015,201,19900,18232,7396,5848,1,40076,20.038,13072,3006.56
LSCFS_2015_1,K8,CCA5,8/12/2015,224,14310,21844,8772,6708,1,35432,17.716,16856,3876.88
LSCFS_2015_1,K8,CCA6,9/11/2015,254,12578,12728,7912,3612,1,36464,18.232,7052,1621.96
LSCFS_2015_1,K8,CCA7,10/7/2015,280,12019,4816,1892,2064,1,46268,23.134,5504,1265.92
LSCFS_2015_1,K8,CCA8,10/23/2015,296,9112,3784,0,516,1,51600,25.8,4300,989
