study,colony,cca,date,doy,adult.num,pupae.num,larvae.num,eggs.num,queen,honey.cells,honey.kg,pollen.cells,pollen.g
LSCFS_2014_1,F5,CCA7,10/15/2014,288,17758,2978,1985,397,1,43869,21.9345,5955,1369.65
LSCFS_2014_1,G2,CCA1,5/15/2014,135,4349,6749,4566,5360,1,9131,4.5655,3176,730.48
LSCFS_2014_1,G2,CCA2,6/5/2014,156,8818,7345,9330,6749,1,24416,12.208,6352,1460.96
LSCFS_2014_1,G2,CCA3,6/20/2014,171,16610,13101,8536,9925,1,45457,22.7285,10918,2511.14
LSCFS_2014_1,G2,CCA4,7/17/2014,198,13107,9131,4566,5955,1,54985,27.4925,20247,4656.81
LSCFS_2014_1,G2,CCA5,8/8/2014,220,9906,6749,2184,5161,1,52404,26.202,18659,4291.57
LSCFS_2014_1,G2,CCA6,9/9/2014,252,4409,0,0,1191,1,41884,20.942,26599,6117.77
LSCFS_2014_1,G2,CCA7,10/15/2014,288,2356,1191,0,596,1,29577,14.7885,19255,4428.65
LSCFS_2014_1,G8,CCA1,5/15/2014,135,7006,9131,9528,3176,1,26202,13.101,5161,1187.03
LSCFS_2014_1,G8,CCA2,6/5/2014,156,13590,16476,9727,5161,1,47640,23.82,596,137.08
LSCFS_2014_1,G8,CCA3,6/20/2014,171,19992,18858,9131,5955,1,50419,25.2095,5161,1187.03
LSCFS_2014_1,G8,CCA4,7/17/2014,198,27965,23423,5558,5955,1,61535,30.7675,12704,2921.92
LSCFS_2014_1,G8,CCA5,8/8/2014,220,29536,22629,9330,4764,1,60344,30.172,6749,1552.27
LSCFS_2014_1,G8,CCA6,9/9/2014,252,21865,23423,12109,4963,1,36127,18.0635,4169,958.87
LSCFS_2014_1,G8,CCA7,10/15/2014,288,25549,3772,6551,3176,1,19652,9.826,2978,684.94
LSCFS_2014_1,G8,CCA8,3/18/2015,77,5376,5558,5360,6352,1,16674,8.337,10719,2465.37
LSCFS_2014_1,G8,CCA9,4/23/2015,113,18966,17865,8933,1390,1,29775,14.8875,15086,3469.78
LSCFS_2014_1,H1,CCA1,5/15/2014,135,1510,2779,1588,1985,1,794,0.397,397,91.31
LSCFS_2014_1,H1,CCA2,6/5/2014,156,7490,13498,3970,4963,1,20446,10.223,3176,730.48
LSCFS_2014_1,H1,CCA3,6/20/2014,171,10993,17071,7543,4764,1,31562,15.781,2382,547.86
LSCFS_2014_1,H1,CCA4,7/17/2014,198,13469,22828,6749,5955,1,28981,14.4905,13498,3104.54
LSCFS_2014_1,H1,CCA5,8/8/2014,220,17154,21835,8933,2382,1,37120,18.56,5558,1278.34
LSCFS_2014_1,H1,CCA6,9/9/2014,252,12986,13697,4963,0,0,8337,4.1685,1787,411.01
LSCFS_2014_1,H1,CCA7,10/15/2014,288,3564,596,1191,0,0,2779,1.3895,993,228.39
LSCFS_2014_1,H6,CCA1,5/15/2014,135,7067,3970,6749,5955,1,19453,9.7265,5161,1187.03
LSCFS_2014_1,H6,CCA2,6/5/2014,156,12986,19453,4566,6154,1,27393,13.6965,1390,319.7
LSCFS_2014_1,H6,CCA3,6/20/2014,171,18845,17270,10918,5955,1,70269,35.1345,6154,1415.42
LSCFS_2014_1,H6,CCA4,7/17/2014,198,19449,16674,9528,3772,1,69674,34.837,16873,3880.79
LSCFS_2014_1,H6,CCA5,8/8/2014,220,22348,18659,16277,5757,1,68681,34.3405,2978,684.94
LSCFS_2014_1,H6,CCA6,9/9/2014,252,23073,19850,12903,1191,1,42082,21.041,3970,913.1
LSCFS_2014_1,H6,CCA7,10/15/2014,288,16066,2184,0,0,0,29775,14.8875,0,0
LSCFS_2014_1,H6,CCA8,3/18/2015,77,17878,12903,14491,2581,1,63719,31.8595,9925,2282.75
LSCFS_2014_1,H6,CCA9,4/23/2015,113,32737,23820,13895,2581,1,44861,22.4305,17468,4017.64
LSCFS_2014_1,I6,CCA1,5/15/2014,135,12986,13300,11315,3772,1,37318,18.659,8933,2054.59
LSCFS_2014_1,I6,CCA2,6/5/2014,156,13046,17865,6352,3573,1,50221,25.1105,2978,684.94
LSCFS_2014_1,I6,CCA3,6/20/2014,171,18301,18461,8933,10719,1,58558,29.279,7345,1689.35
LSCFS_2014_1,I6,CCA4,7/17/2014,198,20959,21240,8734,6551,1,57764,28.882,18064,4154.72
LSCFS_2014_1,I6,CCA5,8/8/2014,220,20536,23225,10719,6749,1,60940,30.47,2184,502.32
LSCFS_2014_1,I6,CCA6,9/9/2014,252,21925,25805,7345,6154,1,39303,19.6515,6352,1460.96
LSCFS_2014_1,I6,CCA7,10/15/2014,288,15644,2581,2184,1588,1,23026,11.513,6749,1552.27
LSCFS_2014_1,I6,CCA8,3/18/2015,77,10147,11513,5757,4169,1,19056,9.528,15682,3606.86
LSCFS_2014_1,I6,CCA9,4/23/2015,113,21865,22828,9727,2382,1,46846,23.423,21240,4885.2
LSCFS_2014_1,I7,CCA1,5/15/2014,135,4288,4764,4566,2581,1,6352,3.176,2779,639.17
LSCFS_2014_1,I7,CCA2,6/5/2014,156,6463,8734,4764,5757,1,7543,3.7715,0,0
LSCFS_2014_1,I7,CCA3,6/20/2014,171,12442,14491,7742,8933,1,10322,5.161,3375,776.25
LSCFS_2014_1,J7,CCA1,5/15/2014,135,1450,11116,1985,3772,1,17270,8.635,2581,593.63
LSCFS_2014_1,J7,CCA2,6/5/2014,156,8275,16079,4566,3970,1,25805,12.9025,1787,411.01
LSCFS_2014_1,J7,CCA3,6/20/2014,171,11355,19255,5757,5360,1,29775,14.8875,7146,1643.58
LSCFS_2014_1,J7,CCA4,7/17/2014,198,16489,19453,6948,6352,1,50816,25.408,17865,4108.95
LSCFS_2014_1,J7,CCA5,8/8/2014,220,16127,21438,10719,7345,1,50816,25.408,13101,3013.23
LSCFS_2014_1,J7,CCA6,9/9/2014,252,18664,22034,8933,7146,1,31165,15.5825,15086,3469.78
LSCFS_2014_1,J7,CCA7,10/15/2014,288,13469,20446,8536,2581,1,20446,10.223,14689,3378.47
LSCFS_2014_1,J8,CCA1,5/15/2014,135,4772,4367,3772,4169,1,9131,4.5655,2184,502.32
LSCFS_2014_1,J8,CCA2,6/5/2014,156,9120,11910,3176,4169,1,32753,16.3765,1787,411.01
LSCFS_2014_1,J8,CCA3,6/20/2014,171,11778,11513,5955,4566,1,36921,18.4605,4169,958.87
LSCFS_2014_1,J8,CCA4,7/17/2014,198,12020,10918,4764,5161,1,46449,23.2245,7940,1826.2
LSCFS_2014_1,J8,CCA5,8/8/2014,220,10872,9131,8337,4367,1,59153,29.5765,5161,1187.03
LSCFS_2014_1,J8,CCA6,9/9/2014,252,14375,14689,7345,4963,1,47839,23.9195,3970,913.1
LSCFS_2014_1,J8,CCA7,10/15/2014,288,11114,12704,5558,3375,1,22431,11.2155,9330,2145.9
LSCFS_2014_1,J8,CCA8,3/18/2015,77,483,1390,1390,794,1,3176,1.588,5955,1369.65
LSCFS_2014_1,J8,CCA9,4/23/2015,113,3745,6551,1787,1588,1,1787,0.8935,2382,547.86
LSCFS_2014_1,K5,CCA1,5/15/2014,135,1933,10918,993,6154,1,10719,5.3595,397,91.31
LSCFS_2014_1,K5,CCA2,6/5/2014,156,9181,14689,4566,4367,1,35333,17.6665,397,91.31
LSCFS_2014_1,K5,CCA3,6/20/2014,171,10570,13300,10719,2581,1,32356,16.178,4764,1095.72
LSCFS_2014_1,K5,CCA4,7/17/2014,198,19388,19255,10521,397,1,44663,22.3315,8536,1963.28
LSCFS_2014_1,K5,CCA5,8/8/2014,220,19751,23225,10521,1985,1,52206,26.103,8536,1963.28
LSCFS_2014_1,K5,CCA6,9/9/2014,252,20355,22232,6551,4367,1,35135,17.5675,1390,319.7
LSCFS_2014_1,K5,CCA7,10/15/2014,288,16368,2779,1588,0,0,28584,14.292,1787,411.01
LSCFS_2014_1,K5,CCA8,3/18/2015,77,4107,3176,3970,199,1,8933,4.4665,2184,502.32
LSCFS_2014_1,K5,CCA9,4/23/2015,113,7731,18064,9925,2779,1,4963,2.4815,9925,2282.75
LSCFS_2014_1,K7,CCA1,5/15/2014,135,4530,8734,3970,2581,1,10124,5.062,1985,456.55
LSCFS_2014_1,K7,CCA2,6/5/2014,156,7490,12307,7940,4169,1,14491,7.2455,1191,273.93
LSCFS_2014_1,K7,CCA3,6/20/2014,171,11234,14292,9528,3176,1,27592,13.796,5161,1187.03
LSCFS_2014_1,K7,CCA4,7/17/2014,198,15644,18659,10918,4963,1,25408,12.704,13101,3013.23
LSCFS_2014_1,K7,CCA5,8/8/2014,220,15100,18659,11910,1191,1,48831,24.4155,11315,2602.45
LSCFS_2014_1,K7,CCA6,9/9/2014,252,19388,24217,11513,993,1,2382,1.191,1787,411.01
LSCFS_2014_1,K7,CCA7,10/15/2014,288,9785,1588,596,0,0,1588,0.794,1588,365.24
LSCFS_2014_1,L4,CCA3,6/20/2014,171,5798,11315,3970,5161,1,26599,13.2995,6551,1506.73
LSCFS_2014_1,L4,CCA4,7/17/2014,198,9724,20446,9925,1191,1,31760,15.88,3970,913.1
LSCFS_2014_1,L4,CCA5,8/8/2014,220,14919,18858,7543,993,1,38708,19.354,5161,1187.03
LSCFS_2014_1,L4,CCA6,9/9/2014,252,16308,20446,10521,993,1,26798,13.399,7742,1780.66
LSCFS_2014_1,L4,CCA7,10/15/2014,288,15221,1191,0,0,0,13697,6.8485,1588,365.24
LSCFS_2014_1,L6,CCA1,5/15/2014,135,4590,10124,3573,4963,1,38112,19.056,3375,776.25
LSCFS_2014_1,L6,CCA2,6/5/2014,156,10026,12903,3375,3573,1,43670,21.835,1588,365.24
LSCFS_2014_1,L6,CCA3,6/20/2014,171,11053,14292,11712,3772,1,34341,17.1705,5161,1187.03
LSCFS_2014_1,L6,CCA4,7/17/2014,198,16368,18064,6948,596,1,45258,22.629,16079,3698.17
LSCFS_2014_1,L6,CCA5,8/8/2014,220,19811,21835,10719,993,1,40693,20.3465,9925,2282.75
LSCFS_2014_1,L6,CCA6,9/9/2014,252,24945,18064,6352,0,0,27989,13.9945,3176,730.48
LSCFS_2014_1,L6,CCA7,10/15/2014,288,4047,4367,3573,0,0,2581,1.2905,993,228.39
LSCFS_2014_2,A1,CCA1,5/21/2014,141,4025,9116,4128,2580,1,8772,4.386,3268,751.64
LSCFS_2014_2,A1,CCA2,6/11/2014,162,9112,10836,8084,5504,1,8944,4.472,3096,712.08
LSCFS_2014_2,A1,CCA3,7/4/2014,185,8754,12900,7740,4988,1,11696,5.848,3612,830.76
LSCFS_2014_2,A1,CCA4,7/30/2014,211,19694,19264,8428,5160,1,12728,6.364,2580,593.4
LSCFS_2014_2,A1,CCA5,8/24/2014,236,25643,23048,7912,4816,1,23048,11.524,2924,672.52
LSCFS_2014_2,A1,CCA6,9/20/2014,263,21609,22016,6708,4644,1,21844,10.922,4300,989
LSCFS_2014_2,A1,CCA7,10/8/2014,281,19751,5160,1376,2924,1,15136,7.568,2752,632.96
LSCFS_2014_2,A1,CCA8,10/28/2014,301,16889,860,860,516,1,18404,9.202,2752,632.96
LSCFS_2014_2,A1,CCA9,3/31/2015,90,3362,5848,2752,2580,1,11868,5.934,1204,276.92
LSCFS_2014_2,A1,CCA10,4/28/2015,118,7659,18576,8428,6192,1,5332,2.666,5332,1226.36
LSCFS_2014_2,A4,CCA1,5/21/2014,141,5422,10148,8428,4472,1,11352,5.676,2924,672.52
LSCFS_2014_2,A4,CCA2,6/11/2014,162,10006,12556,7912,8256,1,8600,4.3,3784,870.32
LSCFS_2014_2,A4,CCA3,7/4/2014,185,17322,18060,7052,6364,1,11524,5.762,8084,1859.32
LSCFS_2014_2,A4,CCA4,7/30/2014,211,22975,0,0,516,1,21156,10.578,9632,2215.36
LSCFS_2014_2,A4,CCA5,8/24/2014,236,17411,12556,2924,1204,1,26144,13.072,7052,1621.96
LSCFS_2014_2,A4,CCA6,9/20/2014,263,16958,16512,9288,7224,1,17544,8.772,2580,593.4
LSCFS_2014_2,A4,CCA7,10/8/2014,281,15448,344,172,2752,1,7568,3.784,860,197.8
LSCFS_2014_2,A4,CCA8,10/28/2014,301,12795,0,0,688,1,9632,4.816,1720,395.6
LSCFS_2014_2,B4,CCA1,5/21/2014,141,5478,10836,7224,2752,1,16168,8.084,3268,751.64
LSCFS_2014_2,B4,CCA2,6/11/2014,162,8609,11868,7224,7052,1,13932,6.966,3612,830.76
LSCFS_2014_2,B4,CCA3,7/4/2014,185,15998,18920,8084,7396,1,12728,6.364,3784,870.32
LSCFS_2014_2,B4,CCA4,7/30/2014,211,28048,20296,7912,10836,1,13244,6.622,4644,1068.12
LSCFS_2014_2,B4,CCA5,8/24/2014,236,28170,13072,860,0,0,40420,20.21,10836,2492.28
LSCFS_2014_2,B4,CCA6,9/20/2014,263,23262,1548,172,6020,1,45064,22.532,7052,1621.96
LSCFS_2014_2,B4,CCA7,10/8/2014,281,12800,516,0,0,0,26488,13.244,3784,870.32
LSCFS_2014_2,B4,CCA8,10/28/2014,301,15913,0,1548,1720,1,27176,13.588,3268,751.64
LSCFS_2014_2,B7,CCA1,5/21/2014,141,3488,12040,6708,3440,1,10148,5.074,4472,1028.56
LSCFS_2014_2,B7,CCA2,6/11/2014,162,6484,11180,5676,4644,1,8084,4.042,2236,514.28
LSCFS_2014_2,B7,CCA3,7/4/2014,185,16766,16340,7740,9288,1,14964,7.482,2752,632.96
LSCFS_2014_2,B7,CCA4,7/30/2014,211,23259,19952,5160,8084,1,17200,8.6,2064,474.72
LSCFS_2014_2,B7,CCA5,8/24/2014,236,26630,17028,7568,9288,1,12728,6.364,2924,672.52
LSCFS_2014_2,B7,CCA6,9/20/2014,263,18777,17716,9116,12556,1,31476,15.738,3096,712.08
LSCFS_2014_2,B7,CCA7,10/8/2014,281,23652,3596,2236,5160,1,13932,6.966,6880,1582.4
LSCFS_2014_2,B7,CCA8,10/28/2014,301,8534,3612,860,2236,1,22016,11.008,3784,870.32
LSCFS_2014_2,C2,CCA1,5/21/2014,141,6205,4816,8084,5160,1,20124,10.062,6708,1542.84
LSCFS_2014_2,C2,CCA2,6/11/2014,162,7658,8944,7568,7568,1,20468,10.234,7912,1819.76
LSCFS_2014_2,C2,CCA3,7/4/2014,185,10727,17716,6536,7052,1,18920,9.46,7224,1661.52
LSCFS_2014_2,C2,CCA4,7/30/2014,211,17821,1032,2752,12040,1,24596,12.298,4644,1068.12
LSCFS_2014_2,C2,CCA5,8/24/2014,236,15557,18576,7912,8084,1,24080,12.04,6020,1384.6
LSCFS_2014_2,C2,CCA6,9/20/2014,263,13629,16512,7740,4472,1,29240,14.62,3096,712.08
LSCFS_2014_2,C2,CCA7,10/8/2014,281,16821,1204,860,3268,1,19092,9.546,3956,909.88
LSCFS_2014_2,C2,CCA8,10/28/2014,301,10241,3612,860,2236,1,22016,11.008,3784,870.32
LSCFS_2014_2,C7,CCA1,5/21/2014,141,11851,6364,7396,172,1,31132,15.566,8944,2057.12
LSCFS_2014_2,C7,CCA2,6/11/2014,162,8050,2752,9894,5504,1,38528,19.264,7568,1740.64
LSCFS_2014_2,C7,CCA3,7/4/2014,185,12762,20124,9632,8772,1,31476,15.738,3268,751.64
LSCFS_2014_2,C7,CCA4,7/30/2014,211,25573,16856,6192,7912,1,32680,16.34,0,0
LSCFS_2014_2,C7,CCA5,8/24/2014,236,17641,23220,9976,8772,1,40076,20.038,4300,989
LSCFS_2014_2,C7,CCA6,9/20/2014,263,12720,11008,11696,9116,1,46784,23.392,5504,1265.92
LSCFS_2014_2,C7,CCA7,10/8/2014,281,13118,3268,172,1720,1,31304,15.652,2752,632.96
LSCFS_2014_2,C7,CCA8,10/28/2014,301,9775,1032,344,516,1,29756,14.878,2408,553.84
LSCFS_2014_2,D1,CCA1,5/21/2014,141,5758,10664,4644,3956,1,16684,8.342,3268,751.64
LSCFS_2014_2,D1,CCA2,6/11/2014,162,7602,14104,8772,4300,1,14104,7.052,4128,949.44
LSCFS_2014_2,D1,CCA3,7/4/2014,185,13317,16168,5848,13416,1,15480,7.74,5332,1226.36
LSCFS_2014_2,D1,CCA4,7/30/2014,211,18529,20984,6364,8600,1,12384,6.192,3612,830.76
LSCFS_2014_2,D1,CCA5,8/24/2014,236,20535,23392,5504,8772,1,3440,1.72,4300,989
LSCFS_2014_2,D1,CCA6,9/20/2014,263,8310,9804,5504,11352,1,5848,2.924,2580,593.4
LSCFS_2014_2,D1,CCA7,10/8/2014,281,6272,688,1376,1892,1,0,0,1032,237.36
LSCFS_2014_2,D1,CCA8,10/28/2014,301,1129,172,0,172,1,1032,0.516,344,79.12
LSCFS_2014_2,D7,CCA1,5/21/2014,141,4304,7052,6020,4988,1,10320,5.16,3440,791.2
LSCFS_2014_2,D7,CCA2,6/11/2014,162,7267,17716,8428,3956,1,11008,5.504,5160,1186.8
LSCFS_2014_2,D7,CCA3,7/4/2014,185,15151,13932,5160,6880,1,7568,3.784,6364,1463.72
LSCFS_2014_2,D7,CCA4,7/30/2014,211,18008,20124,9976,5160,1,7568,3.784,3784,870.32
LSCFS_2014_2,D7,CCA5,8/24/2014,236,22882,23564,8428,7224,1,5332,2.666,2924,672.52
LSCFS_2014_2,D7,CCA6,9/20/2014,263,16854,19264,6536,9288,1,17716,8.858,2924,672.52
LSCFS_2014_2,D7,CCA7,10/8/2014,281,17815,5504,4644,4128,1,7224,3.612,5676,1305.48
LSCFS_2014_2,D7,CCA8,10/28/2014,301,7788,2064,860,516,1,32164,16.082,3612,830.76
LSCFS_2014_2,E1,CCA1,5/21/2014,141,10509,7224,6880,6020,1,25972,12.986,8944,2057.12
LSCFS_2014_2,E1,CCA2,6/11/2014,162,6652,12040,9460,6536,1,16168,8.084,3440,791.2
LSCFS_2014_2,E1,CCA3,7/4/2014,185,14465,17028,6536,11008,1,18576,9.288,7912,1819.76
LSCFS_2014_2,E1,CCA4,7/30/2014,211,18887,2924,5504,7224,1,27692,13.846,516,118.68
LSCFS_2014_2,E1,CCA5,8/24/2014,236,12813,16340,8600,7052,1,22188,11.094,2064,474.72
LSCFS_2014_2,E1,CCA6,9/20/2014,263,16845,9804,4300,8256,1,22016,11.008,2924,672.52
LSCFS_2014_2,E1,CCA7,10/8/2014,281,11896,1548,1032,4644,1,17372,8.686,2752,632.96
LSCFS_2014_2,E1,CCA8,10/28/2014,301,5281,2580,172,1204,1,26832,13.416,2236,514.28
LSCFS_2014_2,E1,CCA9,3/31/2015,90,3563,4644,3096,2580,1,20468,10.234,344,79.12
LSCFS_2014_2,E1,CCA10,4/28/2015,118,9583,17372,7740,4472,1,10664,5.332,2408,553.84
LSCFS_2014_2,E7,CCA1,5/21/2014,141,2739,6192,428,2752,1,8256,4.128,2580,593.4
LSCFS_2014_2,E7,CCA2,6/11/2014,162,7099,13072,4300,3612,1,13932,6.966,1376,316.48
LSCFS_2014_2,E7,CCA3,7/4/2014,185,13872,12900,516,0,0,18748,9.374,1032,237.36
LSCFS_2014_2,E7,CCA4,7/30/2014,211,15710,10836,1892,6192,1,18920,9.46,344,79.12
LSCFS_2014_2,E7,CCA5,8/24/2014,236,12092,14964,5504,4988,1,13244,6.622,3956,909.88
LSCFS_2014_2,E7,CCA6,9/20/2014,263,4474,1376,516,0,0,20468,10.234,688,158.24
LSCFS_2014_2,E7,CCA7,10/8/2014,281,3353,3956,860,2064,1,8944,4.472,1548,356.04
LSCFS_2014_2,E7,CCA8,10/28/2014,301,2936,1376,516,344,1,4472,2.236,860,197.8
LSCFS_2014_2,F2,CCA1,5/21/2014,141,6037,7052,5160,3440,1,13072,6.536,4300,989
LSCFS_2014_2,F2,CCA2,6/11/2014,162,6261,13760,4128,7052,1,9460,4.73,4300,989
LSCFS_2014_2,F2,CCA3,7/4/2014,185,9132,11696,6364,4644,1,23564,11.782,5332,1226.36
LSCFS_2014_2,F2,CCA4,7/30/2014,211,17274,15480,8428,4300,1,24940,12.47,2580,593.4
LSCFS_2014_2,F2,CCA5,8/24/2014,236,15365,14792,6536,4300,1,21328,10.664,2408,553.84
LSCFS_2014_2,F2,CCA6,9/20/2014,263,11715,14964,8600,4300,1,16512,8.256,3612,830.76
LSCFS_2014_2,F2,CCA7,10/8/2014,281,17913,4472,2064,1376,1,10836,5.418,2236,514.28
LSCFS_2014_2,F2,CCA8,10/28/2014,301,3774,172,0,0,0,22360,11.18,1548,356.04
LSCFS_2014_2,F4,CCA1,5/21/2014,141,3298,4988,4472,2064,1,2580,1.29,1892,435.16
LSCFS_2014_2,F4,CCA2,6/11/2014,162,6373,4472,6020,8256,1,4644,2.322,6020,1384.6
LSCFS_2014_2,F4,CCA3,7/4/2014,185,12182,11180,7912,5160,1,7396,3.698,1032,237.36
LSCFS_2014_2,F4,CCA4,7/30/2014,211,17314,18748,6708,4988,1,6880,3.44,1892,435.16
LSCFS_2014_2,F4,CCA5,8/24/2014,236,16554,18060,7396,4300,1,9460,4.73,1376,316.48
LSCFS_2014_2,F4,CCA6,9/20/2014,263,18116,19092,6708,6364,1,10492,5.246,2580,593.4
LSCFS_2014_2,F4,CCA7,10/8/2014,281,9818,9632,5160,3784,1,7052,3.526,2580,593.4
LSCFS_2014_2,F4,CCA8,10/28/2014,301,9420,1720,0,344,1,22704,11.352,2064,474.72
LSCFS_2014_2,F4,CCA9,3/31/2015,90,1720,1548,1376,2064,1,15136,7.568,1720,395.6
LSCFS_2014_2,F4,CCA10,4/28/2015,118,5294,10492,6020,3440,1,8084,4.042,2408,553.84
LSCFS_2014_2,G1,CCA1,5/21/2014,141,5255,1720,4816,3440,1,6020,3.01,2924,672.52
LSCFS_2014_2,G1,CCA2,6/11/2014,162,5590,3784,4472,3612,1,7568,3.784,2236,514.28
LSCFS_2014_2,G1,CCA3,7/4/2014,185,8436,11352,5676,4300,1,7224,3.612,3784,870.32
LSCFS_2014_2,G1,CCA4,7/30/2014,211,11088,13416,7568,4988,1,10320,5.16,6192,1424.16
LSCFS_2014_2,G1,CCA5,8/24/2014,236,14862,16684,8944,3268,1,9632,4.816,4128,949.44
LSCFS_2014_2,G1,CCA6,9/20/2014,263,19944,9632,6536,2580,1,6192,3.096,6708,1542.84
LSCFS_2014_2,G1,CCA7,10/8/2014,281,7044,2408,2236,1720,1,6020,3.01,5160,1186.8
LSCFS_2014_2,G1,CCA8,10/28/2014,301,2755,1376,344,172,1,5332,2.666,3440,791.2
LSCFS_2014_2,G8,CCA1,5/21/2014,141,2795,8084,3784,3612,1,8944,4.472,1892,435.16
LSCFS_2014_2,G8,CCA2,6/11/2014,162,6149,14620,5504,4128,1,10148,5.074,2408,553.84
LSCFS_2014_2,G8,CCA3,7/4/2014,185,13277,15308,7396,6536,1,14276,7.138,2580,593.4
LSCFS_2014_2,G8,CCA4,7/30/2014,211,18115,19092,7568,5332,1,18060,9.03,3096,712.08
LSCFS_2014_2,G8,CCA5,8/24/2014,236,25044,20812,7912,5504,1,12556,6.278,7912,1819.76
LSCFS_2014_2,G8,CCA6,9/20/2014,263,11819,13588,7912,4988,1,18232,9.116,5160,1186.8
LSCFS_2014_2,G8,CCA7,10/8/2014,281,15939,2924,1032,2752,1,20296,10.148,6020,1384.6
LSCFS_2014_2,G8,CCA8,10/28/2014,301,11163,516,688,1376,1,24768,12.384,4472,1028.56
LSCFS_2014_2,G8,CCA9,3/31/2015,90,9074,12556,7052,5504,1,3784,1.892,25112,5775.76
LSCFS_2014_2,G8,CCA10,4/28/2015,118,23244,23908,6020,0,0,29068,14.534,4816,1107.68
LSCFS_2014_2,H1,CCA1,5/21/2014,141,8665,5848,6880,3612,1,25456,12.728,8600,1978
LSCFS_2014_2,H1,CCA2,6/11/2014,162,5534,1720,6536,3268,1,21500,10.75,8256,1898.88
LSCFS_2014_2,H1,CCA3,7/4/2014,185,13455,15996,6020,8256,1,36292,18.146,10320,2373.6
LSCFS_2014_2,H1,CCA4,7/30/2014,211,18829,15480,3612,7740,1,30100,15.05,6020,1384.6
LSCFS_2014_2,H1,CCA5,8/24/2014,236,18709,18404,8256,8256,1,36464,18.232,9804,2254.92
LSCFS_2014_2,H1,CCA6,9/20/2014,263,14386,5332,5848,10148,1,38184,19.092,11696,2690.08
LSCFS_2014_2,H1,CCA7,10/8/2014,281,7434,5160,1548,4300,1,27176,13.588,12728,2927.44
LSCFS_2014_2,H1,CCA8,10/28/2014,301,4592,2236,516,172,1,8256,4.128,2924,672.52
LSCFS_2014_2,H6,CCA1,5/21/2014,141,4640,4988,3856,5160,1,4300,2.15,2580,593.4
LSCFS_2014_2,H6,CCA2,6/11/2014,162,5199,12556,6192,3956,1,9288,4.644,1892,435.16
LSCFS_2014_2,H6,CCA3,7/4/2014,185,10833,13072,6708,7224,1,20640,10.32,1204,276.92
LSCFS_2014_2,H6,CCA4,7/30/2014,211,13283,13588,4816,3784,1,19264,9.632,1548,356.04
LSCFS_2014_2,H6,CCA5,8/24/2014,236,15824,18748,4988,0,0,23908,11.954,2580,593.4
LSCFS_2014_2,H6,CCA6,9/20/2014,263,9709,0,0,0,0,22360,11.18,688,158.24
LSCFS_2014_2,H6,CCA7,10/8/2014,281,6721,6192,1720,1720,1,13072,6.536,860,197.8
LSCFS_2014_2,H6,CCA8,10/28/2014,301,5359,1720,1548,1204,1,19436,9.718,516,118.68
LSCFS_2014_2,I6,CCA1,5/21/2014,141,894,2580,688,1032,1,2236,1.118,1204,276.92
LSCFS_2014_2,I6,CCA2,6/11/2014,162,4975,7740,5848,3440,1,7052,3.526,3096,712.08
LSCFS_2014_2,I6,CCA3,7/4/2014,185,8275,12384,4300,3268,1,19436,9.718,1720,395.6
LSCFS_2014_2,I6,CCA4,7/30/2014,211,12571,15136,7396,6020,1,15996,7.998,2924,672.52
LSCFS_2014_2,I6,CCA5,8/24/2014,236,16266,18576,7052,7052,1,12040,6.02,2064,474.72
LSCFS_2014_2,I6,CCA6,9/20/2014,263,13509,14448,4644,5160,1,25628,12.814,3956,909.88
LSCFS_2014_2,I6,CCA7,10/8/2014,281,11921,4816,2408,5848,1,18232,9.116,4472,1028.56
LSCFS_2014_2,I6,CCA8,10/28/2014,301,3106,2924,1032,1204,1,27864,13.932,1720,395.6
LSCFS_2014_2,I8,CCA1,5/21/2014,141,2851,2924,2924,2924,1,6880,3.44,2236,514.28
LSCFS_2014_2,I8,CCA2,6/11/2014,162,5143,8600,4988,2236,1,6192,3.096,2236,514.28
LSCFS_2014_2,I8,CCA3,7/4/2014,185,7376,7912,4816,4644,1,17544,8.772,344,79.12
LSCFS_2014_2,I8,CCA4,7/30/2014,211,13215,11524,4300,2752,1,19608,9.804,3784,870.32
LSCFS_2014_2,I8,CCA5,8/24/2014,236,16141,13244,4472,5160,1,24080,12.04,4644,1068.12
LSCFS_2014_2,I8,CCA6,9/20/2014,263,13405,9632,2924,3268,1,34400,17.2,3612,830.76
LSCFS_2014_2,I8,CCA7,10/8/2014,281,9215,2064,344,172,1,29240,14.62,4300,989
LSCFS_2014_2,I8,CCA8,10/28/2014,301,2166,172,0,0,0,7052,3.526,1032,237.36
LSCFS_2014_2,J6,CCA2,6/11/2014,162,4640,5848,4816,3268,1,6020,3.01,2752,632.96
LSCFS_2014_2,J6,CCA3,7/4/2014,185,8457,10148,0,0,0,11696,5.848,2064,474.72
LSCFS_2014_2,J6,CCA4,7/30/2014,211,10879,0,0,4644,1,17716,8.858,4128,949.44
LSCFS_2014_2,J6,CCA5,8/24/2014,236,4921,5504,2924,2924,1,28552,14.276,1376,316.48
LSCFS_2014_2,J7,CCA1,5/21/2014,141,11348,7912,7224,8600,1,17716,8.858,6364,1463.72
LSCFS_2014_2,J7,CCA2,6/11/2014,162,4696,11524,9460,6536,1,13072,6.536,4472,1028.56
LSCFS_2014_2,J7,CCA3,7/4/2014,185,13976,13416,6020,5848,1,8084,4.042,1376,316.48
